TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996179 cc2=  .885748 lx=  9.40974 if=  58 il= 139 6/9/2020   n=  81 now=   11965 end=      12206     11965     12156 U=    14.95 T=   80.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  58. x2= 139. y1=  1.51 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996221 cc2=  .885748 lx=  9.41174 if=  58 il= 139 6/9/2020   n=  81 now=   11965 end=      12206     11965     12156 U=    14.95 T=   80.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  58. x2= 139. y1=  1.51 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .996039 cc2=  .884928 lx=  9.40974 if=  59 il= 139 6/9/2020   n=  80 now=   11965 end=      12206     11965     12156 U=    14.92 T=   80.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  59. x2= 139. y1=  1.45 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .996081 cc2=  .884928 lx=  9.41174 if=  59 il= 139 6/9/2020   n=  80 now=   11965 end=      12206     11965     12156 U=    14.92 T=   80.6 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  59. x2= 139. y1=  1.45 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .995891 cc2=  .884088 lx=  9.40974 if=  60 il= 139 6/9/2020   n=  79 now=   11965 end=      12206     11965     12156 U=    14.91 T=   80.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  60. x2= 139. y1=  1.39 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .995933 cc2=  .884088 lx=  9.41174 if=  60 il= 139 6/9/2020   n=  79 now=   11965 end=      12206     11965     12156 U=    14.91 T=   80.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  60. x2= 139. y1=  1.39 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   115 5/16/2020 
AAA1     1 Serbia Confirmed cc1=  .995394 cc2=  .881434 lx=  9.40974 if=  63 il= 139 6/9/2020   n=  76 now=   11965 end=      12206     11965     12156 U=    14.75 T=   81.3 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  63. x2= 139. y1=  1.24 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .995441 cc2=  .881434 lx=  9.41174 if=  63 il= 139 6/9/2020   n=  76 now=   11965 end=      12206     11965     12156 U=    14.75 T=   81.3 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  63. x2= 139. y1=  1.24 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .995210 cc2=  .880502 lx=  9.40974 if=  64 il= 139 6/9/2020   n=  75 now=   11965 end=      12206     11965     12156 U=    14.63 T=   81.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  64. x2= 139. y1=  1.21 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .995259 cc2=  .880502 lx=  9.41174 if=  64 il= 139 6/9/2020   n=  75 now=   11965 end=      12206     11965     12156 U=    14.63 T=   81.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  64. x2= 139. y1=  1.21 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .994845 cc2=  .878597 lx=  9.40974 if=  66 il= 139 6/9/2020   n=  73 now=   11965 end=      12206     11965     12156 U=    14.65 T=   81.7 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  66. x2= 139. y1=  1.07 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .994915 cc2=  .878597 lx=  9.41274 if=  66 il= 139 6/9/2020   n=  73 now=   11965 end=      12206     11965     12156 U=    14.65 T=   81.7 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  66. x2= 139. y1=  1.07 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .994633 cc2=  .877592 lx=  9.40974 if=  67 il= 139 6/9/2020   n=  72 now=   11965 end=      12206     11965     12156 U=    14.57 T=   82.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  67. x2= 139. y1=  1.03 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .994712 cc2=  .877592 lx=  9.41274 if=  67 il= 139 6/9/2020   n=  72 now=   11965 end=      12206     11965     12156 U=    14.57 T=   82.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  67. x2= 139. y1=  1.03 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .994221 cc2=  .875543 lx=  9.40974 if=  69 il= 139 6/9/2020   n=  70 now=   11965 end=      12206     11965     12156 U=    14.37 T=   82.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  69. x2= 139. y1=   .96 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .994335 cc2=  .875543 lx=  9.41274 if=  69 il= 139 6/9/2020   n=  70 now=   11965 end=      12206     11965     12156 U=    14.37 T=   82.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  69. x2= 139. y1=   .96 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .994030 cc2=  .874507 lx=  9.40974 if=  70 il= 139 6/9/2020   n=  69 now=   11965 end=      12206     11965     12156 U=    14.36 T=   82.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  70. x2= 139. y1=   .89 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .994175 cc2=  .874507 lx=  9.41374 if=  70 il= 139 6/9/2020   n=  69 now=   11965 end=      12206     11965     12156 U=    14.36 T=   82.8 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  70. x2= 139. y1=   .89 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .993834 cc2=  .873449 lx=  9.40974 if=  71 il= 139 6/9/2020   n=  68 now=   11965 end=      12206     11965     12156 U=    14.27 T=   83.2 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  71. x2= 139. y1=   .85 y2= -3.91 BEST
AAA2     1 Serbia Confirmed cc1=  .994019 cc2=  .873449 lx=  9.41374 if=  71 il= 139 6/9/2020   n=  68 now=   11965 end=      12206     11965     12156 U=    14.27 T=   83.2 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  71. x2= 139. y1=   .85 y2= -3.91 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12206   11965    12156    35   116 5/17/2020 
AAA1     1 Serbia Confirmed cc1=  .993698 cc2=  .872430 lx=  9.41974 if=  72 il= 139 6/9/2020   n=  67 now=   11965 end=      12329     11965     12156 U=    15.73 T=   83.8 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  72. x2= 139. y1=   .75 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993907 cc2=  .872430 lx=  9.41474 if=  72 il= 139 6/9/2020   n=  67 now=   11965 end=      12329     11965     12156 U=    15.73 T=   83.8 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  72. x2= 139. y1=   .75 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .993565 cc2=  .871396 lx=  9.41974 if=  73 il= 139 6/9/2020   n=  66 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  73. x2= 139. y1=   .71 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993738 cc2=  .871396 lx=  9.41474 if=  73 il= 139 6/9/2020   n=  66 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  73. x2= 139. y1=   .71 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .993479 cc2=  .870387 lx=  9.41974 if=  74 il= 139 6/9/2020   n=  65 now=   11965 end=      12329     11965     12156 U=    15.74 T=   83.8 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  74. x2= 139. y1=   .62 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993610 cc2=  .870387 lx=  9.41574 if=  74 il= 139 6/9/2020   n=  65 now=   11965 end=      12329     11965     12156 U=    15.74 T=   83.8 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  74. x2= 139. y1=   .62 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .993361 cc2=  .869326 lx=  9.41974 if=  75 il= 139 6/9/2020   n=  64 now=   11965 end=      12329     11965     12156 U=    15.80 T=   83.6 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  75. x2= 139. y1=   .54 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993456 cc2=  .869326 lx=  9.41574 if=  75 il= 139 6/9/2020   n=  64 now=   11965 end=      12329     11965     12156 U=    15.80 T=   83.6 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  75. x2= 139. y1=   .54 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .993216 cc2=  .868216 lx=  9.41974 if=  76 il= 139 6/9/2020   n=  63 now=   11965 end=      12329     11965     12156 U=    15.80 T=   83.6 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  76. x2= 139. y1=   .48 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993283 cc2=  .868216 lx=  9.41674 if=  76 il= 139 6/9/2020   n=  63 now=   11965 end=      12329     11965     12156 U=    15.80 T=   83.6 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  76. x2= 139. y1=   .48 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .993077 cc2=  .867089 lx=  9.41974 if=  77 il= 139 6/9/2020   n=  62 now=   11965 end=      12329     11965     12156 U=    15.77 T=   83.7 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  77. x2= 139. y1=   .43 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993117 cc2=  .867089 lx=  9.41774 if=  77 il= 139 6/9/2020   n=  62 now=   11965 end=      12329     11965     12156 U=    15.77 T=   83.7 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  77. x2= 139. y1=   .43 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .992972 cc2=  .865972 lx=  9.41974 if=  78 il= 139 6/9/2020   n=  61 now=   11965 end=      12329     11965     12156 U=    15.70 T=   83.9 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  78. x2= 139. y1=   .38 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .992987 cc2=  .865972 lx=  9.41874 if=  78 il= 139 6/9/2020   n=  61 now=   11965 end=      12329     11965     12156 U=    15.70 T=   83.9 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  78. x2= 139. y1=   .38 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA1     1 Serbia Confirmed cc1=  .992933 cc2=  .864896 lx=  9.41974 if=  79 il= 139 6/9/2020   n=  60 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.0 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  79. x2= 139. y1=   .32 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .992933 cc2=  .864896 lx=  9.41974 if=  79 il= 139 6/9/2020   n=  60 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.0 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  79. x2= 139. y1=   .32 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .992955 cc2=  .863856 lx=  9.41974 if=  80 il= 139 6/9/2020   n=  59 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.0 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  80. x2= 139. y1=   .26 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .992960 cc2=  .863856 lx=  9.42074 if=  80 il= 139 6/9/2020   n=  59 now=   11965 end=      12329     11965     12156 U=    15.67 T=   84.0 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  80. x2= 139. y1=   .26 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .993027 cc2=  .862838 lx=  9.41974 if=  81 il= 139 6/9/2020   n=  58 now=   11965 end=      12329     11965     12156 U=    15.64 T=   84.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  81. x2= 139. y1=   .20 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993064 cc2=  .862838 lx=  9.42174 if=  81 il= 139 6/9/2020   n=  58 now=   11965 end=      12329     11965     12156 U=    15.64 T=   84.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  81. x2= 139. y1=   .20 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   121 5/22/2020 
AAA1     1 Serbia Confirmed cc1=  .993193 cc2=  .861886 lx=  9.41974 if=  82 il= 139 6/9/2020   n=  57 now=   11965 end=      12329     11965     12156 U=    15.78 T=   83.7 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  82. x2= 139. y1=   .11 y2= -3.51 BEST
AAA2     1 Serbia Confirmed cc1=  .993316 cc2=  .861886 lx=  9.42374 if=  82 il= 139 6/9/2020   n=  57 now=   11965 end=      12329     11965     12156 U=    15.78 T=   83.7 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  82. x2= 139. y1=   .11 y2= -3.51 BEST
GP: Confirmed Serbia 6/9/2020        139   11965    12329   11965    12156    35   120 5/21/2020 
AAA2     1 Serbia Confirmed cc1=  .993468 cc2=  .861015 lx=  9.42974 if=  83 il= 139 6/9/2020   n=  56 now=   11965 end=      12453     11965     12156 U=    17.26 T=   83.4 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  83. x2= 139. y1=   .03 y2= -3.22     
GP: Confirmed Serbia 6/9/2020        139   11965    12453   11965    12156    35   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .993730 cc2=  .860099 lx=  9.42974 if=  84 il= 139 6/9/2020   n=  55 now=   11965 end=      12453     11965     12156 U=    17.43 T=   82.9 p1=   4.1 p2=    96.1 ed=   124 5/25/2020   x1=  84. x2= 139. y1=  -.06 y2= -3.22     
GP: Confirmed Serbia 6/9/2020        139   11965    12453   11965    12156    35   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .993912 cc2=  .859072 lx=  9.42974 if=  85 il= 139 6/9/2020   n=  54 now=   11965 end=      12453     11965     12156 U=    17.66 T=   82.1 p1=   4.1 p2=    96.1 ed=   123 5/24/2020   x1=  85. x2= 139. y1=  -.16 y2= -3.22     
GP: Confirmed Serbia 6/9/2020        139   11965    12453   11965    12156    35   123 5/24/2020 
AAA2     1 Serbia Confirmed cc1=  .993951 cc2=  .857868 lx=  9.42974 if=  86 il= 139 6/9/2020   n=  53 now=   11965 end=      12453     11965     12156 U=    17.82 T=   81.6 p1=   4.1 p2=    96.1 ed=   123 5/24/2020   x1=  86. x2= 139. y1=  -.24 y2= -3.22     
GP: Confirmed Serbia 6/9/2020        139   11965    12453   11965    12156    35   123 5/24/2020 
AAA2     1 Serbia Confirmed cc1=  .993907 cc2=  .856547 lx=  9.42974 if=  87 il= 139 6/9/2020   n=  52 now=   11965 end=      12453     11965     12156 U=    17.89 T=   81.4 p1=   4.1 p2=    96.1 ed=   123 5/24/2020   x1=  87. x2= 139. y1=  -.31 y2= -3.22     
GP: Confirmed Serbia 6/9/2020        139   11965    12453   11965    12156    35   123 5/24/2020 
AAA2     1 Serbia Confirmed cc1=  .993968 cc2=  .852546 lx=  9.43974 if=  90 il= 139 6/9/2020   n=  49 now=   11965 end=      12578     11965     12156 U=    19.69 T=   80.0 p1=   5.1 p2=    95.1 ed=   126 5/27/2020   x1=  90. x2= 139. y1=  -.51 y2= -3.00     
GP: Confirmed Serbia 6/9/2020        139   11965    12578   11965    12156    35   126 5/27/2020 
AAA2     1 Serbia Confirmed cc1=  .993895 cc2=  .851038 lx=  9.43974 if=  91 il= 139 6/9/2020   n=  48 now=   11965 end=      12578     11965     12156 U=    19.79 T=   79.7 p1=   5.1 p2=    95.1 ed=   126 5/27/2020   x1=  91. x2= 139. y1=  -.57 y2= -3.00     
GP: Confirmed Serbia 6/9/2020        139   11965    12578   11965    12156    35   126 5/27/2020 
AAA2     1 Serbia Confirmed cc1=  .993885 cc2=  .849547 lx=  9.44974 if=  92 il= 139 6/9/2020   n=  47 now=   11965 end=      12704     11965     12156 U=    21.09 T=   79.7 p1=   6.2 p2=    94.2 ed=   129 5/30/2020   x1=  92. x2= 139. y1=  -.58 y2= -2.81     
GP: Confirmed Serbia 6/9/2020        139   11965    12704   11965    12156    35   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .994139 cc2=  .848274 lx=  9.44974 if=  93 il= 139 6/9/2020   n=  46 now=   11965 end=      12704     11965     12156 U=    21.13 T=   79.6 p1=   6.2 p2=    94.2 ed=   129 5/30/2020   x1=  93. x2= 139. y1=  -.64 y2= -2.81     
GP: Confirmed Serbia 6/9/2020        139   11965    12704   11965    12156    35   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .994570 cc2=  .847128 lx=  9.45974 if=  94 il= 139 6/9/2020   n=  45 now=   11965 end=      12832     11965     12156 U=    22.87 T=   78.2 p1=   7.2 p2=    93.2 ed=   132 6/2/2020    x1=  94. x2= 139. y1=  -.69 y2= -2.66     
GP: Confirmed Serbia 6/9/2020        139   11965    12832   11965    12156    35   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .994979 cc2=  .845908 lx=  9.45974 if=  95 il= 139 6/9/2020   n=  44 now=   11965 end=      12832     11965     12156 U=    23.18 T=   77.4 p1=   7.2 p2=    93.2 ed=   132 6/2/2020    x1=  95. x2= 139. y1=  -.76 y2= -2.66     
GP: Confirmed Serbia 6/9/2020        139   11965    12832   11965    12156    35   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .995414 cc2=  .844658 lx=  9.46974 if=  96 il= 139 6/9/2020   n=  43 now=   11965 end=      12961     11965     12156 U=    24.94 T=   76.0 p1=   8.3 p2=    92.3 ed=   134 6/4/2020    x1=  96. x2= 139. y1=  -.80 y2= -2.53     
GP: Confirmed Serbia 6/9/2020        139   11965    12961   11965    12156    35   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .995884 cc2=  .843385 lx=  9.47974 if=  97 il= 139 6/9/2020   n=  42 now=   11965 end=      13091     11965     12156 U=    26.76 T=   74.6 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1=  97. x2= 139. y1=  -.84 y2= -2.41     
GP: Confirmed Serbia 6/9/2020        139   11965    13091   11965    12156    35   137 6/7/2020  
AAA2     1 Serbia Confirmed cc1=  .996396 cc2=  .842093 lx=  9.48974 if=  98 il= 139 6/9/2020   n=  41 now=   11965 end=      13223     11965     12156 U=    28.77 T=   72.8 p1=  10.5 p2=    90.5 ed=   140 6/10/2020   x1=  98. x2= 139. y1=  -.88 y2= -2.30     
GP: Confirmed Serbia 6/9/2020        139   11965    13223   11965    12156    35   140 6/10/2020 
AAA2     1 Serbia Confirmed cc1=  .996880 cc2=  .840706 lx=  9.50974 if=  99 il= 139 6/9/2020   n=  40 now=   11965 end=      13490     11965     12156 U=    32.97 T=   69.1 p1=  12.7 p2=    88.7 ed=   146 6/16/2020   x1=  99. x2= 139. y1=  -.91 y2= -2.12     
GP: Confirmed Serbia 6/9/2020        139   11965    13490   11965    12156    35   146 6/16/2020 
AAA2     1 Serbia Confirmed cc1=  .996930 cc2=  .838816 lx=  9.51974 if= 100 il= 139 6/9/2020   n=  39 now=   11965 end=      13626     11965     12156 U=    35.14 T=   67.3 p1=  13.9 p2=    87.8 ed=   150 6/20/2020   x1= 100. x2= 139. y1=  -.93 y2= -2.04     
GP: Confirmed Serbia 6/9/2020        139   11965    13626   11965    12156    35   150 6/20/2020 
AAA2     1 Serbia Confirmed cc1=  .996857 cc2=  .836729 lx=  9.52974 if= 101 il= 139 6/9/2020   n=  38 now=   11965 end=      13763     11965     12156 U=    37.53 T=   65.2 p1=  15.0 p2=    86.9 ed=   153 6/23/2020   x1= 101. x2= 139. y1=  -.95 y2= -1.97     
GP: Confirmed Serbia 6/9/2020        139   11965    13763   11965    12156    35   153 6/23/2020 
AAA2     1 Serbia Confirmed cc1=  .996638 cc2=  .834417 lx=  9.52974 if= 102 il= 139 6/9/2020   n=  37 now=   11965 end=      13763     11965     12156 U=    37.60 T=   65.1 p1=  15.0 p2=    86.9 ed=   153 6/23/2020   x1= 102. x2= 139. y1=  -.98 y2= -1.97     
GP: Confirmed Serbia 6/9/2020        139   11965    13763   11965    12156    35   153 6/23/2020 
AAA2     1 Serbia Confirmed cc1=  .996398 cc2=  .831999 lx=  9.53974 if= 103 il= 139 6/9/2020   n=  36 now=   11965 end=      13901     11965     12156 U=    39.32 T=   64.4 p1=  16.2 p2=    86.1 ed=   157 6/27/2020   x1= 103. x2= 139. y1=  -.98 y2= -1.90     
GP: Confirmed Serbia 6/9/2020        139   11965    13901   11965    12156    35   157 6/27/2020 
AAA2     1 Serbia Confirmed cc1=  .996138 cc2=  .829471 lx=  9.53974 if= 104 il= 139 6/9/2020   n=  35 now=   11965 end=      13901     11965     12156 U=    39.70 T=   63.7 p1=  16.2 p2=    86.1 ed=   157 6/27/2020   x1= 104. x2= 139. y1= -1.02 y2= -1.90     
GP: Confirmed Serbia 6/9/2020        139   11965    13901   11965    12156    35   157 6/27/2020 
AAA2     1 Serbia Confirmed cc1=  .995813 cc2=  .826782 lx=  9.54974 if= 105 il= 139 6/9/2020   n=  34 now=   11965 end=      14041     11965     12156 U=    41.85 T=   62.3 p1=  17.4 p2=    85.2 ed=   161 7/1/2020    x1= 105. x2= 139. y1= -1.02 y2= -1.83     
GP: Confirmed Serbia 6/9/2020        139   11965    14041   11965    12156    35   161 7/1/2020  
AAA2     1 Serbia Confirmed cc1=  .995431 cc2=  .823933 lx=  9.54974 if= 106 il= 139 6/9/2020   n=  33 now=   11965 end=      14041     11965     12156 U=    41.45 T=   63.0 p1=  17.4 p2=    85.2 ed=   160 6/30/2020   x1= 106. x2= 139. y1= -1.04 y2= -1.83     
